"","geometry"
"5086",c(24.66574, -82.7738)
"5087",c(24.7232, -82.82784)
"5088",c(24.68494, -82.99678)
"5089",c(24.66102, -82.99015)
"5090",c(24.65258, -83.01105)
"5091",c(24.69912, -83.01801)
"5092",c(24.67477, -82.99315)
"5093",c(24.65105, -83.00238)
"5094",c(24.71167, -83.03212)
"5095",c(24.70379, -83.0318)
"5096",c(24.6879, -83.07215)
"5097",c(24.72103, -82.98332)
"5098",c(24.69488, -83.00546)
"5099",c(24.67911, -83.03626)
"5100",c(24.6645, -83.06661)
"5101",c(24.65421, -83.06015)
"5102",c(24.7137, -82.99437)
"5103",c(24.68021, -83.01753)
"5104",c(24.7159, -82.98219)
"5105",c(24.6559, -83.07155)
"5106",c(24.68235, -83.01206)
"5107",c(24.68281, -83.04343)
"5108",c(24.68158, -83.03193)
"5109",c(24.67744, -83.01771)
"5110",c(24.67776, -83.06089)
"5111",c(24.67778, -83.06114)
"5112",c(24.65427, -83.03488)
"5113",c(24.705, -83.03267)
"5114",c(24.63358, -83.01953)
"5115",c(24.63263, -83.02151)
"5116",c(24.59583, -83.04256)
"5117",c(24.58481, -83.04518)
"5118",c(24.64689, -83.03122)
"5119",c(24.60805, -83.06136)
"5120",c(24.63496, -83.06589)
"5121",c(24.63216, -83.09573)
"5122",c(24.63236, -83.09574)
"5123",c(24.61837, -83.05272)
"5124",c(24.60026, -83.06192)
"5125",c(24.62025, -83.08431)
"5126",c(24.6157, -83.07749)
"5127",c(24.64143, -83.10198)
"5128",c(24.64845, -83.03122)
"5129",c(24.643, -83.10329)
"5130",c(24.64033, -83.10311)
"5131",c(24.64016, -83.10313)
"5132",c(24.6296, -83.10155)
"5133",c(24.70905, -82.90632)
"5134",c(24.64275, -82.96938)
"5135",c(24.6868, -82.90752)
"5136",c(24.64062, -82.96698)
"5137",c(24.62576, -82.96111)
"5138",c(24.62092, -82.96371)
"5139",c(24.60205, -82.91073)
"5140",c(24.60257, -82.941)
"5141",c(24.60125, -82.95707)
"5142",c(24.71573, -82.86568)
"5143",c(24.65049, -82.95654)
"5144",c(24.61436, -82.94452)
"5145",c(24.61355, -82.9023)
"5146",c(24.68836, -82.8841)
"5147",c(24.62664, -82.89927)
"5148",c(24.64455, -82.92916)
"5149",c(24.63329, -82.85458)
"5150",c(24.61071, -82.92999)
"5151",c(24.69712, -82.86396)
"5152",c(24.6833, -82.89718)
"5153",c(24.6692, -82.87376)
"5154",c(24.66711, -82.87276)
"5155",c(24.64015, -82.85111)
"5156",c(24.6376, -82.95759)
"5157",c(24.61413, -82.95737)
"5158",c(24.60917, -82.94501)
"5159",c(24.60466, -82.94183)
"5160",c(24.72987, -82.80102)
"5161",c(24.72845, -82.80428)
"5162",c(24.72665, -82.81002)
"5163",c(24.71241, -82.888)
"5164",c(24.63098, -82.9682)
"5165",c(24.62506, -82.90051)
"5166",c(24.6907, -82.88605)
"5167",c(24.6703, -82.92753)
"5168",c(24.66641, -82.92972)
"5169",c(24.57776, -82.95252)
"5170",c(24.58738, -82.98437)
"5171",c(24.57244, -82.97634)
"5172",c(24.68901, -83.06917)
"5173",c(24.68907, -83.06937)
"5174",c(24.68117, -83.06544)
"5175",c(24.68062, -83.07768)
"5176",c(24.68811, -82.99322)
"5177",c(24.68483, -83.03263)
"5178",c(24.65174, -83.0078)
"5179",c(24.66521, -82.99037)
"5180",c(24.58157, -83.04985)
"5181",c(24.61957, -83.04206)
"5182",c(24.64939, -83.02843)
"5183",c(24.64544, -83.07493)
"5184",c(24.71177, -82.90185)
"5185",c(24.66642, -82.86362)
"5186",c(24.71584, -82.862)
"5187",c(24.70633, -82.88085)
"5188",c(24.70891, -82.87493)
"5189",c(24.64285, -82.93079)
"5190",c(24.69699, -82.87111)
"5191",c(24.65958, -82.93611)
"5192",c(24.60947, -82.94306)
"5193",c(24.67926, -82.89917)
"5194",c(24.66306, -82.93407)
"5195",c(24.69128, -82.8434)
"5196",c(24.66327, -82.78115)
"5197",c(24.56598, -82.93073)
"5198",c(24.57108, -82.92471)
"5199",c(24.63124, -82.87689)
"5200",c(24.62995, -82.83599)
"5201",c(24.64166, -82.84454)
"5202",c(24.73307, -82.7916)
"5203",c(24.71834, -82.84165)
"5204",c(24.72324, -82.82781)
"5205",c(24.70084, -83.00536)
"5206",c(24.70028, -83.00645)
"5207",c(24.67028, -82.98837)
"5208",c(24.65782, -82.9875)
"5209",c(24.65258, -83.01095)
"5210",c(24.69927, -83.01801)
"5211",c(24.68596, -83.01347)
"5212",c(24.68603, -83.01354)
"5213",c(24.65111, -83.00241)
"5214",c(24.72056, -82.98588)
"5215",c(24.71133, -83.04133)
"5216",c(24.70754, -83.03993)
"5217",c(24.68957, -83.06607)
"5218",c(24.66322, -83.09575)
"5219",c(24.72132, -82.98349)
"5220",c(24.69482, -83.00538)
"5221",c(24.67758, -83.03923)
"5222",c(24.66462, -83.0666)
"5223",c(24.6541, -83.05986)
"5224",c(24.65306, -83.03838)
"5225",c(24.71959, -82.98462)
"5226",c(24.68103, -83.03402)
"5227",c(24.71599, -82.9822)
"5228",c(24.65613, -83.07165)
"5229",c(24.68611, -83.05077)
"5230",c(24.68239, -83.01199)
"5231",c(24.68197, -83.03253)
"5232",c(24.67972, -83.05809)
"5233",c(24.67742, -83.01755)
"5234",c(24.67929, -83.05548)
"5235",c(24.65438, -83.03473)
"5236",c(24.70742, -82.98592)
"5237",c(24.70505, -83.03275)
"5238",c(24.63365, -83.0197)
"5239",c(24.61725, -83.05591)
"5240",c(24.60671, -83.06264)
"5241",c(24.58475, -83.04527)
"5242",c(24.56827, -83.04513)
"5243",c(24.5654, -83.04559)
"5244",c(24.64678, -83.03123)
"5245",c(24.6081, -83.06132)
"5246",c(24.6363, -83.06009)
"5247",c(24.63366, -83.02614)
"5248",c(24.61837, -83.05288)
"5249",c(24.6145, -83.06645)
"5250",c(24.63894, -83.02095)
"5251",c(24.61696, -83.079)
"5252",c(24.64562, -83.0776)
"5253",c(24.62621, -83.10301)
"5254",c(24.64662, -83.10363)
"5255",c(24.64601, -83.10344)
"5256",c(24.64025, -83.10301)
"5257",c(24.62966, -83.10137)
"5258",c(24.70901, -82.90621)
"5259",c(24.64278, -82.96927)
"5260",c(24.64182, -82.9652)
"5261",c(24.68691, -82.90749)
"5262",c(24.64982, -82.93892)
"5263",c(24.63298, -82.9668)
"5264",c(24.62318, -82.90158)
"5265",c(24.60206, -82.91083)
"5266",c(24.60748, -82.96216)
"5267",c(24.71568, -82.86584)
"5268",c(24.65188, -82.9411)
"5269",c(24.61544, -82.94132)
"5270",c(24.61107, -82.90254)
"5271",c(24.61347, -82.90234)
"5272",c(24.68837, -82.88404)
"5273",c(24.62669, -82.89918)
"5274",c(24.65734, -82.94464)
"5275",c(24.63984, -82.96163)
"5276",c(24.62622, -82.85414)
"5277",c(24.68342, -82.89729)
"5278",c(24.66907, -82.87379)
"5279",c(24.6673, -82.87282)
"5280",c(24.64021, -82.85116)
"5281",c(24.63434, -82.96124)
"5282",c(24.61427, -82.95739)
"5283",c(24.61107, -82.96054)
"5284",c(24.60464, -82.9418)
"5285",c(24.72981, -82.80103)
"5286",c(24.72683, -82.81263)
"5287",c(24.72669, -82.8101)
"5288",c(24.71251, -82.88813)
"5289",c(24.64051, -82.89822)
"5290",c(24.64046, -82.89818)
"5291",c(24.6288, -82.89712)
"5292",c(24.71539, -82.89741)
"5293",c(24.69088, -82.88586)
"5294",c(24.67044, -82.92766)
"5295",c(24.66625, -82.92978)
"5296",c(24.66054, -82.93757)
"5297",c(24.57776, -82.95252)
"5298",c(24.63626, -82.84566)
"5299",c(24.70988, -83.03575)
"5300",c(24.68117, -83.06533)
"5301",c(24.65974, -83.0739)
"5302",c(24.65991, -83.07391)
"5303",c(24.69763, -83.01459)
"5304",c(24.68495, -83.0326)
"5305",c(24.65174, -83.00756)
"5306",c(24.6651, -82.9903)
"5307",c(24.58152, -83.04986)
"5308",c(24.61973, -83.04198)
"5309",c(24.65384, -83.10143)
"5310",c(24.65378, -83.10151)
"5311",c(24.7117, -82.90194)
"5312",c(24.66627, -82.86365)
"5313",c(24.61118, -82.94108)
"5314",c(24.61122, -82.94103)
"5315",c(24.71119, -82.88388)
"5316",c(24.70632, -82.88069)
"5317",c(24.70883, -82.87489)
"5318",c(24.629, -82.85839)
"5319",c(24.66053, -82.9377)
"5320",c(24.61531, -82.92663)
"5321",c(24.60669, -82.94774)
"5322",c(24.663, -82.93415)
"5323",c(24.69124, -82.8434)
"5324",c(24.66329, -82.781)
"5325",c(24.5563, -82.96312)
"5326",c(24.55628, -82.96294)
"5327",c(24.57844, -82.88947)
"5328",c(24.66384, -82.83739)
"5329",c(24.66353, -82.83729)
"5330",c(24.63122, -82.87693)
"5331",c(24.61663, -82.86659)
"5332",c(24.73314, -82.79132)
"5333",c(24.71839, -82.84185)
"5334",c(24.58638, -82.9124)
"5335",c(24.58646, -82.91241)
"5336",c(24.64327, -82.84395)
"5337",c(24.7004, -83.00635)
"5338",c(24.67036, -82.98837)
"5339",c(24.65786, -82.98757)
"5340",c(24.70807, -82.98484)
"5341",c(24.68947, -83.00791)
"5342",c(24.67472, -82.99313)
"5343",c(24.72407, -82.98505)
"5344",c(24.72071, -82.98568)
"5345",c(24.71158, -83.04138)
"5346",c(24.70748, -83.03997)
"5347",c(24.68944, -83.0661)
"5348",c(24.66891, -83.09313)
"5349",c(24.66895, -83.09311)
"5350",c(24.66305, -83.09585)
"5351",c(24.65266, -83.05384)
"5352",c(24.67763, -83.03924)
"5353",c(24.66742, -83.06324)
"5354",c(24.65801, -83.04327)
"5355",c(24.65455, -83.04322)
"5356",c(24.71949, -82.98454)
"5357",c(24.6811, -83.03372)
"5358",c(24.67936, -83.07579)
"5359",c(24.65786, -83.07532)
"5360",c(24.68611, -83.05065)
"5361",c(24.68204, -83.03258)
"5362",c(24.67964, -83.05805)
"5363",c(24.67933, -83.05538)
"5364",c(24.67963, -83.05805)
"5365",c(24.65288, -83.03359)
"5366",c(24.70735, -82.9858)
"5367",c(24.67968, -83.03093)
"5368",c(24.61728, -83.05581)
"5369",c(24.60685, -83.0626)
"5370",c(24.59428, -83.04509)
"5371",c(24.59416, -83.04506)
"5372",c(24.57748, -83.0487)
"5373",c(24.56528, -83.04564)
"5374",c(24.61334, -83.05702)
"5375",c(24.61071, -83.05878)
"5376",c(24.6363, -83.06005)
"5377",c(24.63361, -83.02626)
"5378",c(24.6184, -83.06285)
"5379",c(24.65571, -83.08522)
"5380",c(24.6143, -83.06636)
"5381",c(24.63908, -83.02105)
"5382",c(24.6455, -83.07799)
"5383",c(24.62627, -83.10292)
"5384",c(24.64664, -83.10353)
"5385",c(24.64031, -83.10308)
"5386",c(24.63517, -83.10196)
"5387",c(24.61877, -83.0779)
"5388",c(24.6434, -82.96605)
"5389",c(24.64187, -82.9653)
"5390",c(24.64977, -82.93891)
"5391",c(24.63284, -82.96688)
"5392",c(24.62324, -82.90176)
"5393",c(24.60648, -82.96397)
"5394",c(24.63858, -82.85073)
"5395",c(24.60742, -82.96232)
"5396",c(24.60119, -82.95716)
"5397",c(24.71788, -82.85932)
"5398",c(24.61547, -82.94124)
"5399",c(24.61098, -82.90253)
"5400",c(24.64182, -82.92976)
"5401",c(24.71836, -82.84983)
"5402",c(24.6801, -82.9046)
"5403",c(24.63976, -82.96174)
"5404",c(24.62615, -82.85406)
"5405",c(24.68876, -82.88634)
"5406",c(24.68882, -82.88623)
"5407",c(24.68007, -82.88527)
"5408",c(24.66394, -82.93291)
"5409",c(24.6625, -82.85211)
"5410",c(24.63445, -82.96125)
"5411",c(24.63409, -82.90747)
"5412",c(24.61112, -82.96069)
"5413",c(24.60485, -82.94476)
"5414",c(24.60495, -82.94486)
"5415",c(24.72981, -82.8044)
"5416",c(24.72683, -82.81263)
"5417",c(24.72634, -82.8054)
"5418",c(24.72624, -82.80516)
"5419",c(24.72068, -82.85492)
"5420",c(24.7054, -82.87207)
"5421",c(24.62872, -82.89717)
"5422",c(24.71545, -82.89736)
"5423",c(24.68171, -82.88595)
"5424",c(24.68163, -82.88594)
"5425",c(24.66907, -82.92787)
"5426",c(24.66242, -82.9315)
"5427",c(24.5851, -82.97298)
"5428",c(24.58313, -82.93193)
"5429",c(24.72315, -82.77487)
"5430",c(24.65527, -82.78433)
"5431",c(24.70996, -83.03583)
"5432",c(24.68437, -83.07585)
"5433",c(24.67817, -83.06251)
"5434",c(24.6977, -83.01446)
"5435",c(24.67744, -82.99164)
"5436",c(24.7133, -82.99329)
"5437",c(24.59796, -83.03521)
"5438",c(24.62232, -83.06002)
"5439",c(24.65097, -83.10264)
"5440",c(24.65384, -83.10143)
"5441",c(24.62498, -83.10259)
"5442",c(24.68403, -82.90618)
"5443",c(24.61073, -82.9382)
"5444",c(24.71135, -82.88369)
"5445",c(24.63887, -82.93205)
"5446",c(24.62889, -82.85831)
"5447",c(24.66033, -82.93766)
"5448",c(24.61535, -82.92674)
"5449",c(24.60673, -82.94771)
"5450",c(24.66554, -82.92732)
"5451",c(24.64354, -82.96164)
"5452",c(24.67193, -82.82287)
"5453",c(24.5848, -82.9707)
"5454",c(24.57837, -82.88938)
"5455",c(24.67706, -82.82665)
"5456",c(24.61675, -82.86662)
"5457",c(24.58768, -82.90728)
"5458",c(24.66562, -82.77357)
"5459",c(24.64325, -82.84392)
"5460",c(24.70084, -83.00539)
"5461",c(24.68494, -82.99685)
"5462",c(24.66113, -82.99008)
"5463",c(24.7081, -82.98482)
"5464",c(24.68938, -83.00797)
"5465",c(24.72409, -82.98498)
"5466",c(24.7118, -83.03212)
"5467",c(24.70388, -83.03172)
"5468",c(24.68781, -83.07226)
"5469",c(24.65258, -83.05389)
"5470",c(24.67918, -83.0362)
"5471",c(24.6674, -83.06311)
"5472",c(24.65818, -83.04324)
"5473",c(24.65461, -83.04329)
"5474",c(24.65288, -83.0383)
"5475",c(24.71374, -82.99427)
"5476",c(24.68031, -83.01771)
"5477",c(24.67924, -83.07589)
"5478",c(24.65779, -83.07539)
"5479",c(24.65472, -83.04856)
"5480",c(24.65465, -83.04868)
"5481",c(24.68292, -83.04323)
"5482",c(24.68164, -83.03184)
"5483",c(24.6789, -83.05316)
"5484",c(24.6528, -83.0337)
"5485",c(24.6795, -83.0309)
"5486",c(24.63283, -83.02163)
"5487",c(24.59584, -83.04236)
"5488",c(24.57732, -83.04864)
"5489",c(24.56818, -83.04518)
"5490",c(24.61334, -83.05657)
"5491",c(24.61084, -83.05885)
"5492",c(24.63496, -83.0661)
"5493",c(24.61827, -83.06291)
"5494",c(24.65575, -83.08521)
"5495",c(24.60024, -83.06197)
"5496",c(24.62024, -83.08408)
"5497",c(24.61691, -83.07909)
"5498",c(24.61564, -83.07762)
"5499",c(24.64141, -83.10203)
"5500",c(24.64839, -83.03131)
"5501",c(24.64604, -83.10352)
"5502",c(24.643, -83.10338)
"5503",c(24.63512, -83.10195)
"5504",c(24.61866, -83.07785)
"5505",c(24.64349, -82.96605)
"5506",c(24.65535, -82.94286)
"5507",c(24.65537, -82.94277)
"5508",c(24.64076, -82.96701)
"5509",c(24.62572, -82.96103)
"5510",c(24.62096, -82.96377)
"5511",c(24.60638, -82.96398)
"5512",c(24.63867, -82.85059)
"5513",c(24.60447, -82.94161)
"5514",c(24.71781, -82.85909)
"5515",c(24.65177, -82.94108)
"5516",c(24.65043, -82.95653)
"5517",c(24.61436, -82.9446)
"5518",c(24.64171, -82.92975)
"5519",c(24.71847, -82.84991)
"5520",c(24.68013, -82.9046)
"5521",c(24.65729, -82.94462)
"5522",c(24.64454, -82.92896)
"5523",c(24.6332, -82.85453)
"5524",c(24.61072, -82.93)
"5525",c(24.69699, -82.86404)
"5526",c(24.68008, -82.88518)
"5527",c(24.664, -82.93297)
"5528",c(24.66254, -82.85198)
"5529",c(24.6376, -82.95759)
"5530",c(24.63408, -82.90737)
"5531",c(24.6121, -82.96346)
"5532",c(24.61222, -82.96355)
"5533",c(24.60922, -82.94503)
"5534",c(24.72981, -82.8044)
"5535",c(24.72842, -82.80449)
"5536",c(24.72066, -82.855)
"5537",c(24.70547, -82.87213)
"5538",c(24.63098, -82.9682)
"5539",c(24.62496, -82.90057)
"5540",c(24.66931, -82.92805)
"5541",c(24.6623, -82.93158)
"5542",c(24.58409, -82.93027)
"5543",c(24.58317, -82.9318)
"5544",c(24.6604, -82.93748)
"5545",c(24.65862, -82.93813)
"5546",c(24.65861, -82.93805)
"5547",c(24.65686, -82.93375)
"5548",c(24.65695, -82.93368)
"5549",c(24.65661, -82.93502)
"5550",c(24.65651, -82.93499)
"5551",c(24.65605, -82.9387)
"5552",c(24.65605, -82.9387)
"5553",c(24.6563, -82.94009)
"5554",c(24.6563, -82.93989)
"5555",c(24.65202, -82.9572)
"5556",c(24.65196, -82.95728)
"5557",c(24.65163, -82.95291)
"5558",c(24.65171, -82.95313)
"5559",c(24.63736, -82.90142)
"5560",c(24.63736, -82.90124)
"5561",c(24.62917, -82.96562)
"5562",c(24.62914, -82.96551)
"5563",c(24.62958, -82.9655)
"5564",c(24.62954, -82.96549)
"5565",c(24.6309, -82.96887)
"5566",c(24.63096, -82.9688)
"5567",c(24.5707, -82.90625)
"5568",c(24.57074, -82.90636)
"5569",c(24.55815, -82.96434)
"5570",c(24.55805, -82.96417)
"5571",c(24.71294, -82.79286)
"5572",c(24.71284, -82.79196)
"5573",c(24.67526, -82.82599)
"5574",c(24.6753, -82.82604)
"5575",c(24.67177, -82.81736)
"5576",c(24.67177, -82.81731)
"5577",c(24.59831, -82.95896)
"5578",c(24.59824, -82.95892)
"5579",c(24.59565, -82.96483)
"5580",c(24.59579, -82.96488)
"5581",c(24.59647, -82.96323)
"5582",c(24.59638, -82.96323)
"5583",c(24.58704, -82.91014)
"5584",c(24.58713, -82.91006)
"5585",c(24.58609, -82.98675)
"5586",c(24.58591, -82.98689)
"5587",c(24.58541, -82.93244)
"5588",c(24.58409, -82.93027)
"5589",c(24.58551, -82.93282)
"5590",c(24.58493, -82.97284)
"5591",c(24.56853, -82.9514)
"5592",c(24.56837, -82.9515)
"5593",c(24.63634, -82.84588)
"5594",c(24.58716, -82.98442)
"5595",c(24.72315, -82.77487)
"5596",c(24.58347, -82.97138)
"5597",c(24.60949, -82.9837)
"5598",c(24.58352, -82.97156)
"5599",c(24.57258, -82.97632)
"5600",c(24.60544, -82.98234)
"5601",c(24.60952, -82.98357)
"5602",c(24.65531, -82.78445)
"5603",c(24.60547, -82.98245)
"5604",c(24.59263, -82.87199)
"5605",c(24.58103, -82.88788)
"5606",c(24.58149, -82.90782)
"5607",c(24.59255, -82.87194)
"5608",c(24.58152, -82.90793)
"5609",c(24.5811, -82.88802)
"5610",c(24.57984, -82.93565)
"5611",c(24.57995, -82.93577)
"5612",c(24.67828, -82.823)
"5613",c(24.68924, -82.77551)
"5614",c(24.68923, -82.77555)
"5615",c(24.66122, -82.8449)
"5616",c(24.6782, -82.82343)
"5617",c(24.66157, -82.84505)
"5618",c(24.63583, -82.80315)
"5619",c(24.66692, -82.83452)
"5620",c(24.63467, -82.81061)
"5621",c(24.64234, -82.81452)
"5622",c(24.63593, -82.8032)
"5623",c(24.66708, -82.83448)
"5624",c(24.64006, -82.81411)
"5625",c(24.64119, -82.84101)
"5626",c(24.64324, -82.84391)
"5627",c(24.6345, -82.8106)
"5628",c(24.5891, -82.89432)
"5629",c(24.59859, -82.91606)
"5630",c(24.59309, -82.90933)
"5631",c(24.66045, -82.78803)
"5632",c(24.58913, -82.8942)
"5633",c(24.58745, -82.89911)
"5634",c(24.5874, -82.8992)
"5635",c(24.59544, -82.87302)
"5636",c(24.59555, -82.87302)
"5637",c(24.65517, -82.78748)
"5638",c(24.65227, -82.78785)
"5639",c(24.66048, -82.78798)
"5640",c(24.59285, -82.88532)
"5641",c(24.65524, -82.78753)
"5642",c(24.65226, -82.78793)
"5643",c(24.59281, -82.8852)
"5644",c(24.59467, -82.87807)
"5645",c(24.72117, -82.83505)
"5646",c(24.57342, -82.9112)
"5647",c(24.57336, -82.91104)
"5648",c(24.72245, -82.78831)
"5649",c(24.72244, -82.78839)
"5650",c(24.71944, -82.79584)
"5651",c(24.71944, -82.79584)
"5652",c(24.59478, -82.87792)
"5653",c(24.60212, -82.98191)
"5654",c(24.62397, -82.85974)
"5655",c(24.66352, -82.774)
"5656",c(24.72097, -82.8351)
"5657",c(24.6239, -82.85971)
"5658",c(24.65881, -82.78699)
"5659",c(24.60221, -82.98194)
"5660",c(24.66346, -82.77381)
"5661",c(24.65893, -82.78705)
"5662",c(24.65159, -82.786)
"5663",c(24.62714, -82.83747)
"5664",c(24.65148, -82.78608)
"5665",c(24.63475, -82.85799)
"5666",c(24.63481, -82.85803)
"5667",c(24.62705, -82.8376)
"5668",c(24.62691, -82.85545)
"5669",c(24.62695, -82.85535)
"5670",c(24.62334, -82.83302)
"5671",c(24.56723, -82.97752)
"5672",c(24.56734, -82.97746)
"5673",c(24.62338, -82.8331)
"5674",c(24.61817, -82.8657)
"5675",c(24.61817, -82.86556)
"5676",c(24.71249, -82.79417)
"5677",c(24.71257, -82.79432)
"5678",c(24.59812, -82.91572)
"5679",c(24.62442, -82.96305)
"5680",c(24.62207, -82.8299)
"5681",c(24.6247, -82.96312)
"5682",c(24.59869, -82.94035)
"5683",c(24.59754, -82.86995)
"5684",c(24.62216, -82.82993)
"5685",c(24.59817, -82.91592)
"5686",c(24.59759, -82.86997)
"5687",c(24.59421, -82.91248)
"5688",c(24.59872, -82.94048)
"5689",c(24.58228, -82.92742)
"5690",c(24.59842, -82.94645)
"5691",c(24.56593, -82.9553)
"5692",c(24.59417, -82.91268)
"5693",c(24.59842, -82.94663)
"5694",c(24.56919, -82.97562)
"5695",c(24.56917, -82.97557)
"5696",c(24.58221, -82.92716)
"5697",c(24.56501, -82.95475)
"5698",c(24.56573, -82.95543)
"5699",c(24.56501, -82.95475)
"5700",c(24.56221, -82.94684)
"5701",c(24.56232, -82.94662)
"5702",c(24.73138, -82.79601)
"5703",c(24.73296, -82.79597)
"5704",c(24.56239, -82.94773)
"5705",c(24.56245, -82.94776)
"5706",c(24.73138, -82.79601)
"5707",c(24.72426, -82.79076)
"5708",c(24.72437, -82.77402)
"5709",c(24.73287, -82.79569)
"5710",c(24.72444, -82.80699)
"5711",c(24.72431, -82.79098)
"5712",c(24.72394, -82.78387)
"5713",c(24.72431, -82.78421)
"5714",c(24.72251, -82.79657)
"5715",c(24.72444, -82.80699)
"5716",c(24.72247, -82.7849)
"5717",c(24.71897, -82.77443)
"5718",c(24.72407, -82.77454)
"5719",c(24.72254, -82.78513)
"5720",c(24.72246, -82.79674)
"5721",c(24.71905, -82.77438)
"5722",c(24.71897, -82.77443)
"5723",c(24.5913, -82.87609)
"5724",c(24.68687, -82.83958)
"5725",c(24.58394, -82.90295)
"5726",c(24.58651, -82.91688)
"5727",c(24.59122, -82.87611)
"5728",c(24.58669, -82.91685)
"5729",c(24.58005, -82.92488)
"5730",c(24.584, -82.9031)
"5731",c(24.58263, -82.91177)
"5732",c(24.58009, -82.92488)
"5733",c(24.57245, -82.94642)
"5734",c(24.58276, -82.91179)
"5735",c(24.57858, -82.91853)
"5736",c(24.57854, -82.9184)
"5737",c(24.56807, -82.93339)
"5738",c(24.72389, -82.81352)
"5739",c(24.72261, -82.8312)
"5740",c(24.57239, -82.9466)
"5741",c(24.56828, -82.93354)
"5742",c(24.72397, -82.81369)
"5743",c(24.6908, -82.77027)
"5744",c(24.72269, -82.83127)
"5745",c(24.69093, -82.77027)
"5746",c(24.64371, -82.81384)
"5747",c(24.63362, -82.87652)
"5748",c(24.66164, -82.84752)
"5749",c(24.64375, -82.81392)
"5750",c(24.66147, -82.84743)
"5751",c(24.63373, -82.8765)
"5752",c(24.59484, -82.94127)
"5753",c(24.59479, -82.94137)
"5754",c(24.5827, -82.9224)
"5755",c(24.5827, -82.9224)
"5756",c(24.57571, -82.94799)
"5757",c(24.57575, -82.94813)
"5758",c(24.57494, -82.94838)
"5759",c(24.57491, -82.94858)
"5760",c(24.56482, -82.95357)
"5761",c(24.56498, -82.95345)
"5762",c(24.707433, -82.89495)
"5763",c(24.70055, -82.91925)
"5764",c(24.700667, -82.919283)
"5765",c(24.695017, -82.9336)
"5766",c(24.613633, -82.9621)
"5767",c(24.695017, -82.9336)
"5768",c(24.610817, -82.986167)
"5769",c(24.634983, -82.794917)
"5770",c(24.60915, -82.992467)
"5771",c(24.610817, -82.986167)
"5772",c(24.639033, -82.8601)
"5773",c(24.639983, -82.856417)
"5774",c(24.6392, -82.859933)
"5775",c(24.630783, -82.903933)
"5776",c(24.5838, -82.971933)
"5777",c(24.711767, -82.871667)
"5778",c(24.711767, -82.871667)
"5779",c(24.684217, -82.926633)
"5780",c(24.57355, -82.9638)
"5781",c(24.598083, -82.9821)
"5782",c(24.613867, -82.89015)
"5783",c(24.613733, -82.89005)
"5784",c(24.652467, -82.812333)
"5785",c(24.652617, -82.812317)
"5786",c(24.7002, -82.776533)
"5787",c(24.6288, -82.817017)
"5788",c(24.70015, -82.776617)
"5789",c(24.708917, -82.774817)
"5790",c(24.7086, -82.904683)
"5791",c(24.630433, -82.94905)
"5792",c(24.70915, -82.774633)
"5793",c(24.630433, -82.94905)
"5794",c(24.633633, -82.856017)
"5795",c(24.635717, -82.860333)
"5796",c(24.6882, -82.885967)
"5797",c(24.609417, -82.943283)
"5798",c(24.609467, -82.943183)
"5799",c(24.625067, -82.962933)
"5800",c(24.567, -82.97485)
"5801",c(24.608817, -82.950017)
"5802",c(24.566067, -82.95605)
"5803",c(24.614367, -82.968033)
"5804",c(24.6624, -82.934867)
"5805",c(24.652067, -83.015167)
"5806",c(24.708933, -82.971383)
"5807",c(24.662483, -82.9348)
